id,location_code,province,district,sub_district,postal_code,province_en,district_en,sub_district_en
3,103800003,กรุงเทพมหานคร,เขตพระนคร,แขวงพระบรมมหาราชวัง,10200,Bangkok,Phra Nakhon,Phra Borom Maha Ratchawang
4,103800004,กรุงเทพมหานคร,เขตพระนคร,แขวงวังบูรพาภิรมย์,10200,Bangkok,Phra Nakhon,Wang Burapha Phirom
5,103800005,กรุงเทพมหานคร,เขตพระนคร,แขวงวัดราชบพิธ,10200,Bangkok,Phra Nakhon,Wat Ratchabophit
6,103800006,กรุงเทพมหานคร,เขตพระนคร,แขวงสำราญราษฎร์,10200,Bangkok,Phra Nakhon,Samran Rat
7,103800007,กรุงเทพมหานคร,เขตพระนคร,แขวงศาลเจ้าพ่อเสือ,10200,Bangkok,Phra Nakhon,San Chao Pho Suea
8,103800008,กรุงเทพมหานคร,เขตพระนคร,แขวงเสาชิงช้า,10200,Bangkok,Phra Nakhon,Sao Chingcha
9,103800009,กรุงเทพมหานคร,เขตพระนคร,แขวงบวรนิเวศ,10200,Bangkok,Phra Nakhon,Bowon Niwet
10,103800010,กรุงเทพมหานคร,เขตพระนคร,แขวงตลาดยอด,10200,Bangkok,Phra Nakhon,Talat Yot
11,103800011,กรุงเทพมหานคร,เขตพระนคร,แขวงชนะสงคราม,10200,Bangkok,Phra Nakhon,Chana Songkhram
12,103800012,กรุงเทพมหานคร,เขตพระนคร,แขวงบ้านพานถม,10200,Bangkok,Phra Nakhon,Ban Phan Thom
13,103800013,กรุงเทพมหานคร,เขตพระนคร,แขวงบางขุนพรหม,10200,Bangkok,Phra Nakhon,Bang Khun Phrom
14,103800014,กรุงเทพมหานคร,เขตพระนคร,แขวงวัดสามพระยา,10200,Bangkok,Phra Nakhon,Wat Sam Phraya
16,103800016,กรุงเทพมหานคร,เขตดุสิต,แขวงดุสิต,10300,Bangkok,Dusit,Dusit
17,103800017,กรุงเทพมหานคร,เขตดุสิต,แขวงวชิรพยาบาล,10300,Bangkok,Dusit,Wachiraphayaban
18,103800018,กรุงเทพมหานคร,เขตดุสิต,แขวงสวนจิตรลดา,10300,Bangkok,Dusit,Suan Chit Lada
19,103800019,กรุงเทพมหานคร,เขตดุสิต,แขวงสี่แยกมหานาค,10300,Bangkok,Dusit,Si Yaek Maha Nak
20,103800020,กรุงเทพมหานคร,เขตดุสิต,แขวงถนนนครไชยศรี,10300,Bangkok,Dusit,Thanon Nakhon Chai Si
22,103800022,กรุงเทพมหานคร,เขตหนองจอก,แขวงกระทุ่มราย,10530,Bangkok, Nong Chok,Krathum Rai
23,103800023,กรุงเทพมหานคร,เขตหนองจอก,แขวงหนองจอก,10530,Bangkok, Nong Chok,Nong Chok
24,103800024,กรุงเทพมหานคร,เขตหนองจอก,แขวงคลองสิบ,10530,Bangkok, Nong Chok,Khlong Sip
25,103800025,กรุงเทพมหานคร,เขตหนองจอก,แขวงคลองสิบสอง,10530,Bangkok, Nong Chok,Khlong Sip Song
26,103800026,กรุงเทพมหานคร,เขตหนองจอก,แขวงโคกแฝด,10530,Bangkok, Nong Chok,Khok Faet
27,103800027,กรุงเทพมหานคร,เขตหนองจอก,แขวงคู้ฝั่งเหนือ,10530,Bangkok, Nong Chok,Khu Fang Nuea
28,103800028,กรุงเทพมหานคร,เขตหนองจอก,แขวงลำผักชี,10530,Bangkok, Nong Chok,Lam Phak Chi
29,103800029,กรุงเทพมหานคร,เขตหนองจอก,แขวงลำต้อยติ่ง,10530,Bangkok, Nong Chok,Lam Toiting
31,103800031,กรุงเทพมหานคร,เขตบางรัก,แขวงมหาพฤฒาราม,10500,Bangkok,Bang Rak,Maha Phruettharam
32,103800032,กรุงเทพมหานคร,เขตบางรัก,แขวงสีลม,10500,Bangkok,Bang Rak,Si Lom
33,103800033,กรุงเทพมหานคร,เขตบางรัก,แขวงสุริยวงศ์,10500,Bangkok,Bang Rak,Suriyawong
34,103800034,กรุงเทพมหานคร,เขตบางรัก,แขวงบางรัก,10500,Bangkok,Bang Rak,Bang Rak
35,103800035,กรุงเทพมหานคร,เขตบางรัก,แขวงสี่พระยา,10500,Bangkok,Bang Rak,Si Phraya
37,103800037,กรุงเทพมหานคร,เขตบางเขน,แขวงอนุสาวรีย์,10220,Bangkok,Bang Khen,Anusawari
38,103800038,กรุงเทพมหานคร,เขตบางเขน,แขวงท่าแร้ง,10220,Bangkok,Bang Khen,Tha Raeng
40,103800040,กรุงเทพมหานคร,เขตบางกะปิ,แขวงคลองจั่น,10240,Bangkok,Bang Kapi,Khlong Chan
41,103800041,กรุงเทพมหานคร,เขตบางกะปิ,แขวงหัวหมาก,10240,Bangkok,Bang Kapi,Hua Mak
43,103800043,กรุงเทพมหานคร,เขตปทุมวัน,แขวงรองเมือง,10330,Bangkok,Pathum Wan,Rong Mueang
44,103800044,กรุงเทพมหานคร,เขตปทุมวัน,แขวงวังใหม่,10330,Bangkok,Pathum Wan,Wang Mai
45,103800045,กรุงเทพมหานคร,เขตปทุมวัน,แขวงปทุมวัน,10330,Bangkok,Pathum Wan,Pathum Wan
46,103800046,กรุงเทพมหานคร,เขตปทุมวัน,แขวงลุมพินี,10330,Bangkok,Pathum Wan,Lumphini
48,103800048,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,แขวงป้อมปราบ,10100,Bangkok,Pom Prap Sattru Phai,Pom Prap
49,103800049,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,แขวงวัดเทพศิรินทร์,10100,Bangkok,Pom Prap Sattru Phai,Wat Thep Sirin
50,103800050,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,แขวงคลองมหานาค,10100,Bangkok,Pom Prap Sattru Phai,Khlong Maha Nak
51,103800051,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,แขวงบ้านบาตร,10100,Bangkok,Pom Prap Sattru Phai,Ban Bat
52,103800052,กรุงเทพมหานคร,เขตป้อมปราบศัตรูพ่าย,แขวงวัดโสมนัส,10100,Bangkok,Pom Prap Sattru Phai,Wat Sommanat
54,103800054,กรุงเทพมหานคร,เขตพระโขนง,แขวงบางจาก,10260,Bangkok,Phra Khanong,Bang Chak
56,103800056,กรุงเทพมหานคร,เขตมีนบุรี,แขวงมีนบุรี,10510,Bangkok,Min Buri,Min Buri
57,103800057,กรุงเทพมหานคร,เขตมีนบุรี,แขวงแสนแสบ,10510,Bangkok,Min Buri,Saen Saep
59,103800059,กรุงเทพมหานคร,เขตลาดกระบัง,แขวงลาดกระบัง,10520,Bangkok,Lat Krabang,Lat Krabang
60,103800060,กรุงเทพมหานคร,เขตลาดกระบัง,แขวงคลองสองต้นนุ่น,10520,Bangkok,Lat Krabang,Khlong Song Ton Nun
61,103800061,กรุงเทพมหานคร,เขตลาดกระบัง,แขวงคลองสามประเวศ,10520,Bangkok,Lat Krabang,Khlong Sam Prawet
62,103800062,กรุงเทพมหานคร,เขตลาดกระบัง,แขวงลำปลาทิว,10520,Bangkok,Lat Krabang,Lam Pla Thio
63,103800063,กรุงเทพมหานคร,เขตลาดกระบัง,แขวงทับยาว,10520,Bangkok,Lat Krabang,Thap Yao
64,103800064,กรุงเทพมหานคร,เขตลาดกระบัง,แขวงขุมทอง,10520,Bangkok,Lat Krabang,Khum Thong
66,103800066,กรุงเทพมหานคร,เขตยานนาวา,แขวงช่องนนทรี,10120,Bangkok,Yan Nawa,Chong Nonsi
67,103800067,กรุงเทพมหานคร,เขตยานนาวา,แขวงบางโพงพาง,10120,Bangkok,Yan Nawa,Bang Phongphang
69,103800069,กรุงเทพมหานคร,เขตสัมพันธวงศ์,แขวงจักรวรรดิ,10100,Bangkok,Samphanthawong,Chakkrawat
70,103800070,กรุงเทพมหานคร,เขตสัมพันธวงศ์,แขวงสัมพันธวงศ์,10100,Bangkok,Samphanthawong,Samphanthawong
71,103800071,กรุงเทพมหานคร,เขตสัมพันธวงศ์,แขวงตลาดน้อย,10100,Bangkok,Samphanthawong,Talat Noi
73,103800073,กรุงเทพมหานคร,เขตพญาไท,แขวงสามเสนใน,10400,Bangkok,Phaya Thai,Samsen Nai
75,103800075,กรุงเทพมหานคร,เขตธนบุรี,แขวงวัดกัลยาณ์,10600,Bangkok,Thon Buri,Wat Kanlaya
76,103800076,กรุงเทพมหานคร,เขตธนบุรี,แขวงหิรัญรูจี,10600,Bangkok,Thon Buri,Hiran Ruchi
77,103800077,กรุงเทพมหานคร,เขตธนบุรี,แขวงบางยี่เรือ,10600,Bangkok,Thon Buri,Bang Yi Ruea
78,103800078,กรุงเทพมหานคร,เขตธนบุรี,แขวงบุคคโล,10600,Bangkok,Thon Buri,Bukkhalo
79,103800079,กรุงเทพมหานคร,เขตธนบุรี,แขวงตลาดพลู,10600,Bangkok,Thon Buri,Talat Phlu
80,103800080,กรุงเทพมหานคร,เขตธนบุรี,แขวงดาวคะนอง,10600,Bangkok,Thon Buri,Dao Khanong
81,103800081,กรุงเทพมหานคร,เขตธนบุรี,แขวงสำเหร่,10600,Bangkok,Thon Buri,Samre
83,103800083,กรุงเทพมหานคร,เขตบางกอกใหญ่,แขวงวัดอรุณ,10600,Bangkok,Bangkok Yai,Wat Arun
84,103800084,กรุงเทพมหานคร,เขตบางกอกใหญ่,แขวงวัดท่าพระ,10600,Bangkok,Bangkok Yai,Wat Tha Phra
86,103800086,กรุงเทพมหานคร,เขตห้วยขวาง,แขวงห้วยขวาง,10310,Bangkok,Huai Khwang,Huai Khwang
87,103800087,กรุงเทพมหานคร,เขตห้วยขวาง,แขวงบางกะปิ,10310,Bangkok,Huai Khwang,Bang Kapi
88,103800088,กรุงเทพมหานคร,เขตห้วยขวาง,แขวงสามเสนนอก,10310,Bangkok,Huai Khwang,Samsen Nok
90,103800090,กรุงเทพมหานคร,เขตคลองสาน,แขวงสมเด็จเจ้าพระยา,10600,Bangkok,Khlong San,Somdet Chao Phraya
91,103800091,กรุงเทพมหานคร,เขตคลองสาน,แขวงคลองสาน,10600,Bangkok,Khlong San,Khlong San
92,103800092,กรุงเทพมหานคร,เขตคลองสาน,แขวงบางลำภูล่าง,10600,Bangkok,Khlong San,Bang Lamphu Lang
93,103800093,กรุงเทพมหานคร,เขตคลองสาน,แขวงคลองต้นไทร,10600,Bangkok,Khlong San,Khlong Ton Sai
95,103800095,กรุงเทพมหานคร,เขตตลิ่งชัน,แขวงคลองชักพระ,10170,Bangkok,Taling Chan,Khlong Chak Phra
96,103800096,กรุงเทพมหานคร,เขตตลิ่งชัน,แขวงตลิ่งชัน,10170,Bangkok,Taling Chan,Taling Chan
97,103800097,กรุงเทพมหานคร,เขตตลิ่งชัน,แขวงฉิมพลี,10170,Bangkok,Taling Chan,Chimphli
98,103800098,กรุงเทพมหานคร,เขตตลิ่งชัน,แขวงบางพรม,10170,Bangkok,Taling Chan,Bang Phrom
99,103800099,กรุงเทพมหานคร,เขตตลิ่งชัน,แขวงบางระมาด,10170,Bangkok,Taling Chan,Bang Ramat
100,103800100,กรุงเทพมหานคร,เขตตลิ่งชัน,แขวงบางเชือกหนัง,10170,Bangkok,Taling Chan,Bang Chueak Nang
102,103800102,กรุงเทพมหานคร,เขตบางกอกน้อย,แขวงศิริราช,10700,Bangkok,Bangkok Noi,Siri Rat
103,103800103,กรุงเทพมหานคร,เขตบางกอกน้อย,แขวงบ้านช่างหล่อ,10700,Bangkok,Bangkok Noi,Ban Chang Lo
104,103800104,กรุงเทพมหานคร,เขตบางกอกน้อย,แขวงบางขุนนนท์,10700,Bangkok,Bangkok Noi,Bang Khun Non
105,103800105,กรุงเทพมหานคร,เขตบางกอกน้อย,แขวงบางขุนศรี,10700,Bangkok,Bangkok Noi,Bang Khun Si
106,103800106,กรุงเทพมหานคร,เขตบางกอกน้อย,แขวงอรุณอมรินทร์,10700,Bangkok,Bangkok Noi,Arun Ammarin
108,103800108,กรุงเทพมหานคร,เขตบางขุนเทียน,แขวงท่าข้าม,10150,Bangkok,Bang Khun Thian,Tha Kham
109,103800109,กรุงเทพมหานคร,เขตบางขุนเทียน,แขวงแสมดำ,10150,Bangkok,Bang Khun Thian,Samae Dam
111,103800111,กรุงเทพมหานคร,เขตภาษีเจริญ,แขวงบางหว้า,10160,Bangkok,Phasi Charoen,Bang Wa
112,103800112,กรุงเทพมหานคร,เขตภาษีเจริญ,แขวงบางด้วน,10160,Bangkok,Phasi Charoen,Bang Duan
113,103800116,กรุงเทพมหานคร,เขตภาษีเจริญ,แขวงบางจาก,10160,Bangkok,Phasi Charoen,Bang Chak
114,103800117,กรุงเทพมหานคร,เขตภาษีเจริญ,แขวงบางแวก,10160,Bangkok,Phasi Charoen,Bang Waek
115,103800118,กรุงเทพมหานคร,เขตภาษีเจริญ,แขวงคลองขวาง,10160,Bangkok,Phasi Charoen,Khlong Khwang
116,103800119,กรุงเทพมหานคร,เขตภาษีเจริญ,แขวงปากคลองภาษีเจริญ,10160,Bangkok,Phasi Charoen,Pak Khlong Phasi Charoen
117,103800120,กรุงเทพมหานคร,เขตภาษีเจริญ,แขวงคูหาสวรรค์,10160,Bangkok,Phasi Charoen,Khuha Sawan
119,103800122,กรุงเทพมหานคร,เขตหนองแขม,แขวงหนองแขม,10160,Bangkok,Nong Khaem,Nong Khaem
120,103800123,กรุงเทพมหานคร,เขตหนองแขม,แขวงหนองค้างพลู,10160,Bangkok,Nong Khaem,Nong Khang Phlu
122,103800125,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,แขวงราษฎร์บูรณะ,10140,Bangkok,Rat Burana,Rat Burana
123,103800126,กรุงเทพมหานคร,เขตราษฎร์บูรณะ,แขวงบางปะกอก,10140,Bangkok,Rat Burana,Bang Pakok
125,103800128,กรุงเทพมหานคร,เขตบางพลัด,แขวงบางพลัด,10700,Bangkok,Bang Phlat,Bang Phlat
126,103800129,กรุงเทพมหานคร,เขตบางพลัด,แขวงบางอ้อ,10700,Bangkok,Bang Phlat,Bang O
127,103800130,กรุงเทพมหานคร,เขตบางพลัด,แขวงบางบำหรุ,10700,Bangkok,Bang Phlat,Bang Bamru
128,103800131,กรุงเทพมหานคร,เขตบางพลัด,แขวงบางยี่ขัน,10700,Bangkok,Bang Phlat,Bang Yi Khan
130,103800133,กรุงเทพมหานคร,เขตดินแดง,แขวงดินแดง,10400,Bangkok,Din Daeng,Din Daeng
131,103800134,กรุงเทพมหานคร,เขตบึงกุ่ม,,10240,Bangkok,Bueng Kum,
132,103800135,กรุงเทพมหานคร,เขตบึงกุ่ม,แขวงคลองกุ่ม,10240,Bangkok,Bueng Kum,Khlong Kum
133,103800138,กรุงเทพมหานคร,เขตบึงกุ่ม,แขวงนวมินทร์,10240,Bangkok,Bueng Kum,Nawamin
134,103800139,กรุงเทพมหานคร,เขตบึงกุ่ม,แขวงนวลจันทร์,10240,Bangkok,Bueng Kum,Nuan chan
136,103800141,กรุงเทพมหานคร,เขตสาทร,แขวงทุ่งวัดดอน,10120,Bangkok,Sathon,Thung Wat Don
137,103800142,กรุงเทพมหานคร,เขตสาทร,แขวงยานนาวา,10120,Bangkok,Sathon,Yan Nawa
138,103800143,กรุงเทพมหานคร,เขตสาทร,แขวงทุ่งมหาเมฆ,10120,Bangkok,Sathon,Thung Maha Mek
140,103800145,กรุงเทพมหานคร,เขตบางซื่อ,แขวงบางซื่อ,10800,Bangkok,Bang Sue,Bang Sue
141,103800146,กรุงเทพมหานคร,เขตบางซื่อ,แขวงวงศ์สว่าง,10800,Bangkok,Bang Sue,Wong Sawang
143,103800148,กรุงเทพมหานคร,เขตจตุจักร,แขวงลาดยาว,10900,Bangkok,Chatuchak,Lat Yao
144,103800149,กรุงเทพมหานคร,เขตจตุจักร,แขวงเสนานิคม,10900,Bangkok,Chatuchak,Sena Nikhom
145,103800150,กรุงเทพมหานคร,เขตจตุจักร,แขวงจันทรเกษม,10900,Bangkok,Chatuchak,Chan Kasem
146,103800151,กรุงเทพมหานคร,เขตจตุจักร,แขวงจอมพล,10900,Bangkok,Chatuchak,Chom Phon
147,103800152,กรุงเทพมหานคร,เขตจตุจักร,แขวงจตุจักร,10900,Bangkok,Chatuchak,Chatuchak
149,103800154,กรุงเทพมหานคร,เขตบางคอแหลม,แขวงบางคอแหลม,10120,Bangkok,Bang Kho Laem,Bang Kho Laem
150,103800155,กรุงเทพมหานคร,เขตบางคอแหลม,แขวงวัดพระยาไกร,10120,Bangkok,Bang Kho Laem,Wat Phraya Krai
151,103800156,กรุงเทพมหานคร,เขตบางคอแหลม,แขวงบางโคล่,10120,Bangkok,Bang Kho Laem,Bang Khlo
153,103800158,กรุงเทพมหานคร,เขตประเวศ,แขวงประเวศ,10250,Bangkok,Prawet,Prawet
154,103800159,กรุงเทพมหานคร,เขตประเวศ,แขวงหนองบอน,10250,Bangkok,Prawet,Nong Bon
155,103800160,กรุงเทพมหานคร,เขตประเวศ,แขวงดอกไม้,10250,Bangkok,Prawet,Dokmai
156,103800161,กรุงเทพมหานคร,เขตประเวศ,แขวงสวนหลวง,10250,Bangkok,Prawet,Suan Luang
158,103800163,กรุงเทพมหานคร,เขตคลองเตย,แขวงคลองเตย,10110,Bangkok,Khlong Toei,Khlong Toei
159,103800164,กรุงเทพมหานคร,เขตคลองเตย,แขวงคลองตัน,10110,Bangkok,Khlong Toei,Khlong Tan
160,103800165,กรุงเทพมหานคร,เขตคลองเตย,แขวงพระโขนง,10110,Bangkok,Khlong Toei,Phra Khanong
162,103800170,กรุงเทพมหานคร,เขตสวนหลวง,แขวงสวนหลวง,10250,Bangkok,Suan Luang,Suan Luang
164,103800172,กรุงเทพมหานคร,เขตจอมทอง,แขวงบางขุนเทียน,10150,Bangkok,Chom Thong,Bang Khun Thian
165,103800173,กรุงเทพมหานคร,เขตจอมทอง,แขวงบางค้อ,10150,Bangkok,Chom Thong,Bang Kho
166,103800174,กรุงเทพมหานคร,เขตจอมทอง,แขวงบางมด,10150,Bangkok,Chom Thong,Bang Mot
167,103800175,กรุงเทพมหานคร,เขตจอมทอง,แขวงจอมทอง,10150,Bangkok,Chom Thong,Chom Thong
169,103800177,กรุงเทพมหานคร,เขตดอนเมือง,แขวงสีกัน,10210,Bangkok,Don Mueang,Si Kan
170,103800178,กรุงเทพมหานคร,เขตดอนเมือง,แขวงดอนเมือง,10210,Bangkok,Don Mueang,Don Mueang
171,103800179,กรุงเทพมหานคร,เขตดอนเมือง,แขวงสนามบิน,10210,Bangkok,Don Mueang,Sa Nam Bin
173,103800181,กรุงเทพมหานคร,เขตราชเทวี,แขวงทุ่งพญาไท,10400,Bangkok,Ratchathewi,Thung Phaya Thai
174,103800182,กรุงเทพมหานคร,เขตราชเทวี,แขวงถนนพญาไท,10400,Bangkok,Ratchathewi,Thanon Phaya Thai
175,103800183,กรุงเทพมหานคร,เขตราชเทวี,แขวงถนนเพชรบุรี,10400,Bangkok,Ratchathewi,Thanon Phetchaburi
176,103800184,กรุงเทพมหานคร,เขตราชเทวี,แขวงมักกะสัน,10400,Bangkok,Ratchathewi,Makkasan
178,103800186,กรุงเทพมหานคร,เขตลาดพร้าว,แขวงลาดพร้าว,10230,Bangkok,Lat Phrao,Lat Phrao
179,103800187,กรุงเทพมหานคร,เขตลาดพร้าว,แขวงจรเข้บัว,10230,Bangkok,Lat Phrao,Chorakhe Bua
181,103800189,กรุงเทพมหานคร,เขตวัฒนา,แขวงคลองเตยเหนือ,10110,Bangkok,Watthana,Khlong Toei Nuea
182,103800190,กรุงเทพมหานคร,เขตวัฒนา,แขวงคลองตันเหนือ,10110,Bangkok,Watthana,Khlong Tan Nuea
183,103800191,กรุงเทพมหานคร,เขตวัฒนา,แขวงพระโขนงเหนือ,10110,Bangkok,Watthana,Phra Khanong Nuea
185,103800193,กรุงเทพมหานคร,เขตบางแค,แขวงบางแค,10160,Bangkok,Bang Khae,Bang Khae
186,103800194,กรุงเทพมหานคร,เขตบางแค,แขวงบางแคเหนือ,10160,Bangkok,Bang Khae,Bang Khae Nuea
187,103800195,กรุงเทพมหานคร,เขตบางแค,แขวงบางไผ่,10160,Bangkok,Bang Khae,Bang Phai
188,103800196,กรุงเทพมหานคร,เขตบางแค,แขวงหลักสอง,10160,Bangkok,Bang Khae,Lak Song
190,103800198,กรุงเทพมหานคร,เขตหลักสี่,แขวงทุ่งสองห้อง,10210,Bangkok,Lak Si,Thung Song Hong
191,103800199,กรุงเทพมหานคร,เขตหลักสี่,แขวงตลาดบางเขน,10210,Bangkok,Lak Si,Talat Bang Khen
193,103800201,กรุงเทพมหานคร,เขตสายไหม,แขวงสายไหม,10220,Bangkok,Sai Mai,Sai Mai
194,103800202,กรุงเทพมหานคร,เขตสายไหม,แขวงออเงิน,10220,Bangkok,Sai Mai,O Ngoen
195,103800203,กรุงเทพมหานคร,เขตสายไหม,แขวงคลองถนน,10220,Bangkok,Sai Mai,Khlong Thanon
197,103800205,กรุงเทพมหานคร,เขตคันนายาว,แขวงคันนายาว,10230,Bangkok,Khan Na Yao,Khan Na Yao
198,103800206,กรุงเทพมหานคร,เขตคันนายาว,แขวงรามอินทรา,10230,Bangkok,Khan Na Yao,Ram Intra
200,103800208,กรุงเทพมหานคร,เขตสะพานสูง,แขวงสะพานสูง,10240,Bangkok,Suan Luang,Saphan Sung
202,103800210,กรุงเทพมหานคร,เขตวังทองหลาง,แขวงวังทองหลาง,10310,Bangkok,Wang Thonglang,Wang Thonglang
203,103800211,กรุงเทพมหานคร,เขตวังทองหลาง,แขวงสะพานสอง,10310,Bangkok,Wang Thonglang,Saphan Song
204,103800212,กรุงเทพมหานคร,เขตวังทองหลาง,แขวงคลองเจ้าคุณสิงห์,10310,Bangkok,Wang Thonglang,Khlong Chaokhun Sing
205,103800213,กรุงเทพมหานคร,เขตวังทองหลาง,แขวงพลับพลา,10310,Bangkok,Wang Thonglang,Phlab Phla
207,103800215,กรุงเทพมหานคร,เขตคลองสามวา,แขวงสามวาตะวันตก,10510,Bangkok,Khlong Sam Wa,Sam Wa Tawantok
208,103800216,กรุงเทพมหานคร,เขตคลองสามวา,แขวงสามวาตะวันออก,10510,Bangkok,Khlong Sam Wa,Sam Wa Tawan-ok
209,103800217,กรุงเทพมหานคร,เขตคลองสามวา,แขวงบางชัน,10510,Bangkok,Khlong Sam Wa,Bang Chan
210,103800218,กรุงเทพมหานคร,เขตคลองสามวา,แขวงทรายกองดิน,10510,Bangkok,Khlong Sam Wa,Sai Kong Din
211,103800219,กรุงเทพมหานคร,เขตคลองสามวา,แขวงทรายกองดินใต้,10510,Bangkok,Khlong Sam Wa,Sai Kong Din Tai
213,103800221,กรุงเทพมหานคร,เขตบางนา,แขวงบางนา,10260,Bangkok,Bang Na,Bang Na
215,103800223,กรุงเทพมหานคร,เขตทวีวัฒนา,แขวงทวีวัฒนา,10170,Bangkok,Thawi Watthana,Thawi Watthana
216,103800224,กรุงเทพมหานคร,เขตทวีวัฒนา,แขวงศาลาธรรมสพน์,10170,Bangkok,Thawi Watthana,Sala Thammasop
218,103800226,กรุงเทพมหานคร,เขตทุ่งครุ,แขวงบางมด,10140,Bangkok,Thung Khru,Bang Mot
219,103800227,กรุงเทพมหานคร,เขตทุ่งครุ,แขวงทุ่งครุ,10140,Bangkok,Thung Khru,Thung Khru
221,103800229,กรุงเทพมหานคร,เขตบางบอน,แขวงบางบอน,10150,Bangkok,Bang Bon,Bang Bon
224,103800233,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลปากน้ำ,10270,Samut Prakan,Mueang Samut Prakan,Pak Nam
225,103800234,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลสำโรงเหนือ,10270,Samut Prakan,Mueang Samut Prakan,Samrong Nuea
226,103800235,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลบางเมือง,10270,Samut Prakan,Mueang Samut Prakan,Bang Mueang
227,103800236,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลท้ายบ้าน,10280,Samut Prakan,Mueang Samut Prakan,Thai Ban
228,103800237,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลบางปูใหม่,10280,Samut Prakan,Mueang Samut Prakan,Bang Pu Mai
229,103800238,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลแพรกษา,10280,Samut Prakan,Mueang Samut Prakan,Phraek Sa
230,103800239,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลบางโปรง,10270,Samut Prakan,Mueang Samut Prakan,Bang Prong
231,103800240,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลบางปู,10270,Samut Prakan,Mueang Samut Prakan,Bang Pu
232,103800241,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลบางด้วน,10270,Samut Prakan,Mueang Samut Prakan,Bang Duan
233,103800242,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลบางเมืองใหม่,10270,Samut Prakan,Mueang Samut Prakan,Bang Mueang Mai
234,103800243,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลเทพารักษ์,10270,Samut Prakan,Mueang Samut Prakan,Thepharak
235,103800244,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลท้ายบ้านใหม่,10280,Samut Prakan,Mueang Samut Prakan,Thai Ban Mai
236,103800245,จังหวัดสมุทรปราการ,อำเภอเมืองสมุทรปราการ,ตำบลแพรกษาใหม่,10280,Samut Prakan,Mueang Samut Prakan,Phraek Sa Mai
238,103800247,จังหวัดสมุทรปราการ,อำเภอบางบ่อ,ตำบลบางบ่อ,10560,Samut Prakan,Bang Bo,Bang Bo
239,103800248,จังหวัดสมุทรปราการ,อำเภอบางบ่อ,ตำบลบ้านระกาศ,10560,Samut Prakan,Bang Bo,Ban Rakat
240,103800249,จังหวัดสมุทรปราการ,อำเภอบางบ่อ,ตำบลบางพลีน้อย,10560,Samut Prakan,Bang Bo,Bang Phli Noi
241,103800250,จังหวัดสมุทรปราการ,อำเภอบางบ่อ,ตำบลบางเพรียง,10560,Samut Prakan,Bang Bo,Bang Phriang
242,103800251,จังหวัดสมุทรปราการ,อำเภอบางบ่อ,ตำบลคลองด่าน,10550,Samut Prakan,Bang Bo,Khlong Dan
243,103800252,จังหวัดสมุทรปราการ,อำเภอบางบ่อ,ตำบลคลองสวน,10560,Samut Prakan,Bang Bo,Khlong Suan
244,103800253,จังหวัดสมุทรปราการ,อำเภอบางบ่อ,ตำบลเปร็ง,10560,Samut Prakan,Bang Bo,Preng
245,103800254,จังหวัดสมุทรปราการ,อำเภอบางบ่อ,ตำบลคลองนิยมยาตรา,10560,Samut Prakan,Bang Bo,Khlong Niyom Yattra
247,103800256,จังหวัดสมุทรปราการ,อำเภอบางพลี,ตำบลบางพลีใหญ่,10540,Samut Prakan,Bang Phli,Bang Phli Yai
248,103800257,จังหวัดสมุทรปราการ,อำเภอบางพลี,ตำบลบางแก้ว,10540,Samut Prakan,Bang Phli,Bang Kaeo
249,103800258,จังหวัดสมุทรปราการ,อำเภอบางพลี,ตำบลบางปลา,10540,Samut Prakan,Bang Phli,Bang Pla
250,103800259,จังหวัดสมุทรปราการ,อำเภอบางพลี,ตำบลบางโฉลง,10540,Samut Prakan,Bang Phli,Bang Chalong
251,103800260,จังหวัดสมุทรปราการ,อำเภอบางพลี,ตำบลราชาเทวะ,10540,Samut Prakan,Bang Phli,Racha Thewa
252,103800261,จังหวัดสมุทรปราการ,อำเภอบางพลี,ตำบลหนองปรือ,10540,Samut Prakan,Bang Phli,Nong Prue
254,103800263,จังหวัดสมุทรปราการ,อำเภอพระประแดง,ตำบลตลาด,10130,Samut Prakan,Phra Pradaeng,Talat
